================ Training Loss (Sun Jun  7 07:48:25 2020) ================
================ Training Loss (Sun Jun  7 07:50:52 2020) ================
(epoch: 1, iters: 100, time: 1.269, data: 0.145) D_A: 0.579 G_A: 0.373 cycle_A: 3.887 idt_A: 1.131 D_B: 0.313 G_B: 0.329 cycle_B: 2.761 idt_B: 1.998 
(epoch: 1, iters: 200, time: 1.281, data: 0.002) D_A: 0.238 G_A: 0.279 cycle_A: 3.773 idt_A: 1.622 D_B: 0.285 G_B: 0.271 cycle_B: 4.018 idt_B: 1.836 
(epoch: 1, iters: 300, time: 1.271, data: 0.002) D_A: 0.387 G_A: 0.461 cycle_A: 2.760 idt_A: 2.065 D_B: 0.251 G_B: 0.328 cycle_B: 4.200 idt_B: 0.819 
(epoch: 2, iters: 40, time: 1.496, data: 0.001) D_A: 0.310 G_A: 0.262 cycle_A: 2.451 idt_A: 1.148 D_B: 0.271 G_B: 0.421 cycle_B: 2.455 idt_B: 1.129 
(epoch: 2, iters: 140, time: 1.282, data: 0.002) D_A: 0.203 G_A: 0.223 cycle_A: 1.743 idt_A: 0.943 D_B: 0.221 G_B: 0.224 cycle_B: 1.753 idt_B: 0.959 
(epoch: 2, iters: 240, time: 1.272, data: 0.001) D_A: 0.270 G_A: 0.215 cycle_A: 2.232 idt_A: 2.146 D_B: 0.210 G_B: 0.324 cycle_B: 4.784 idt_B: 1.052 
(epoch: 2, iters: 340, time: 1.268, data: 0.001) D_A: 0.224 G_A: 0.316 cycle_A: 3.885 idt_A: 0.783 D_B: 0.183 G_B: 0.340 cycle_B: 2.039 idt_B: 1.701 
(epoch: 3, iters: 80, time: 1.462, data: 0.001) D_A: 0.168 G_A: 0.537 cycle_A: 4.061 idt_A: 0.730 D_B: 0.217 G_B: 0.427 cycle_B: 1.652 idt_B: 1.486 
(epoch: 3, iters: 180, time: 1.286, data: 0.001) D_A: 0.269 G_A: 0.194 cycle_A: 2.083 idt_A: 0.685 D_B: 0.222 G_B: 0.427 cycle_B: 1.518 idt_B: 0.877 
(epoch: 3, iters: 280, time: 1.273, data: 0.001) D_A: 0.261 G_A: 0.392 cycle_A: 1.697 idt_A: 0.739 D_B: 0.233 G_B: 0.197 cycle_B: 1.551 idt_B: 0.452 
(epoch: 4, iters: 20, time: 1.287, data: 0.002) D_A: 0.206 G_A: 0.371 cycle_A: 1.574 idt_A: 0.924 D_B: 0.334 G_B: 0.087 cycle_B: 1.942 idt_B: 0.891 
(epoch: 4, iters: 120, time: 1.471, data: 0.001) D_A: 0.177 G_A: 0.439 cycle_A: 1.520 idt_A: 1.095 D_B: 0.214 G_B: 0.238 cycle_B: 2.118 idt_B: 0.693 
(epoch: 4, iters: 220, time: 1.271, data: 0.001) D_A: 0.285 G_A: 0.440 cycle_A: 0.953 idt_A: 1.128 D_B: 0.249 G_B: 0.407 cycle_B: 2.004 idt_B: 0.452 
(epoch: 4, iters: 320, time: 1.269, data: 0.001) D_A: 0.282 G_A: 0.458 cycle_A: 1.360 idt_A: 0.989 D_B: 0.212 G_B: 0.690 cycle_B: 2.794 idt_B: 0.845 
(epoch: 5, iters: 60, time: 1.272, data: 0.001) D_A: 0.315 G_A: 0.306 cycle_A: 1.824 idt_A: 1.174 D_B: 0.191 G_B: 0.270 cycle_B: 2.517 idt_B: 1.067 
